Company,Region,Fiscal Year,Event Date (adjusted),Estimation N,Est_Calendar_Mismatch_N,Alpha,Beta,"CAR[-1,+1]","CAR[-1,+1]_Calendar_Gaps","CAR[-2,+2]","CAR[0,+1]","CAR[0,+5]","CAR[0,+15]","CAR[0,+20]","CAR[0,+30]","CAR[0,+45]","CAR[0,+60]","|CAR|[-1,+1]",n_corporate_tier1plus,Specificity,ESGSentiment,total_sentences,Sentiment,cluster_3d,Leverage,Size,ROA,Revenue_Growth,Cluster1_HighSpec,Cluster0_HighVolLowSpec
Allianz SE,Europe (Germany),2015,2016-03-18,216,5,0.0001279699779694,0.7968200034060616,-0.0157454321246421,0,-0.017615377159328,-0.0054019172988021,-0.0195442333599631,-0.0279478550972995,0.0117718871315862,0.0275457785195836,0.0383507872418657,-0.0620090011189073,0.0157454321246421,9.0,1.5555555555555556,0.5555555555555556,84.0,0.5714285714285714,1.0,11.843492337251698,13.73479970242966,0.0083760575423878,6.6311,1,0
Allianz SE,Europe (Germany),2016,2017-03-10,215,6,0.0002685389609734,1.3242493041772447,-0.0064536122768838,0,0.0035642437900511,-0.0144369347562806,-0.0183198696437522,0.002250006738331,-0.0017560843809213,-0.0063227028443986,0.0091500917921802,-0.0319851554596063,0.0064536122768838,7.0,1.7142857142857142,0.8571428571428571,40.0,0.7,1.0,11.601539887360092,13.745252621226747,0.0086770710849698,0.6428,1,0
Allianz SE,Europe (Germany),2017,2018-03-02,216,5,0.0004569286720286,0.7805509631588697,-0.0235858949368857,0,-0.0284146361577184,-0.0166627672246095,-0.0204263174068873,-0.0314533634050906,-0.041952312117059,-0.0271214714550301,0.001630164851569,-0.050068589511737,0.0235858949368857,4.0,1.5,1.0,44.0,0.5681818181818182,1.0,12.138470314893723,13.895707099958551,0.0077595847715736,-0.3008,1,0
Allianz SE,Europe (Germany),2018,2019-03-01,216,5,0.0005058912866811,0.4854054781954335,0.0150002922031181,0,0.0135358760131594,0.0085845512029071,0.0054219326955564,-0.0061792365881064,-0.0041350832958892,0.0280668925799761,0.0259604747008519,0.0254173015937976,0.0150002922031181,9.0,2.2222222222222223,0.5555555555555556,59.0,0.6949152542372882,1.0,13.09518051476939,13.843028444001014,0.0089547813989687,-4.1315,1,0
Allianz SE,Europe (Germany),2019,2020-02-21,217,4,0.0002782213225457,0.7588715900290169,-0.0043818843532375,0,-0.0234580225544602,0.0084545822920672,-0.0620265172062593,-0.2514339928942953,-0.2202136453556559,-0.1781975542659999,-0.1680330239620477,-0.2214888769506729,0.0043818843532375,8.0,1.75,0.75,42.0,0.6428571428571429,1.0,12.070627708417598,13.94258364052775,0.008124001232937,9.8963,1,0
Allianz SE,Europe (Germany),2020,2021-03-05,216,5,-0.0004632392558483,0.8398407512573149,0.0368120539442725,0,0.0349711963357908,0.0185774566001427,-0.0121853373323972,-0.0129975896463982,0.0062356109646271,-0.012785212026346,0.0130601579514447,0.0491737862939581,0.0368120539442725,9.0,2.111111111111111,0.7777777777777778,42.0,0.7142857142857143,1.0,11.529839745477144,14.074715992423506,0.0065078454356045,-0.6593,1,0
Allianz SE,Europe (Germany),2021,2022-03-04,216,5,0.0002701060214726,0.5269581678787647,-0.0452707238839903,0,-0.0187728768099978,-0.0442830694483215,0.0597126520327459,0.0628130025420924,0.0818468066817002,0.0903674344116497,0.0769139619035271,0.0620089555830906,0.0452707238839903,15.0,1.8666666666666667,0.6,49.0,0.5714285714285714,0.0,12.52930684646,14.075872819761091,0.0090852592107291,5.8149,0,1
Allianz SE,Europe (Germany),2022,2023-03-03,214,7,0.0004922952181597,0.3738352541458079,-0.0011620218924121,0,-0.0069579535496705,0.0028206239100961,0.0042988085458589,-0.0763261268757263,-0.0557996963750222,-0.0375469065192884,-0.0209057344988495,-0.08656354552895,0.0011620218924121,12.0,2.0,0.8333333333333334,39.0,0.6153846153846154,1.0,14.934230016174345,13.817907682563996,0.0074861146249002,-35.8955,1,0
Allianz SE,Europe (Germany),2023,2024-03-07,215,6,0.0004065634124014,0.6221079475565324,0.0077630437451483,0,0.0289110086892736,0.0122368898841886,0.0314658516401275,0.065468590967715,0.0328864561763365,0.0454056977567915,0.0553204842602483,0.0287483169915407,0.0077630437451483,11.0,1.9090909090909087,0.7272727272727273,38.0,0.7631578947368421,1.0,14.971373359888032,13.899667865970995,0.0090206998529141,4.3899,1,0
American International Group (AIG),United States,2012,2013-04-01,221,0,0.0012004372027887,0.4679526721985814,0.0138075381961306,0,-0.0168013527207664,0.0001060558071057,0.0287521244956578,-0.0180541043470038,0.0340090758990159,0.0750121954708921,0.0505733647202142,0.0554802399170882,0.0138075381961306,7.0,1.1428571428571428,0.5714285714285714,41.0,0.5365853658536586,2.0,4.541579548094502,13.215185008793538,0.0110720645677529,8.6607,0,0
American International Group (AIG),United States,2013,2014-04-02,221,0,0.0010711236964057,0.3438763607313495,0.0152479304091656,0,0.0060430662927702,0.0174570108388331,0.0207549802031631,0.0327180692947219,0.0320394327399816,0.0242332885491504,0.0441644081215609,0.0165327601550097,0.0152479304091656,2.0,1.0,1.0,22.0,0.6818181818181818,1.0,4.353809180010088,13.201782506077503,0.0120906140258511,-4.7897,1,0
American International Group (AIG),United States,2014,2015-03-31,221,0,0.0002879966216276,0.8240961452012499,0.0160053892543535,0,0.0127854443018729,0.0066213696406334,0.0041117582978209,0.014712718749061,0.0127369707449211,0.0398982007124101,0.0774017277616338,0.1050633865425682,0.0160053892543535,3.0,1.3333333333333333,1.0,90.0,0.6222222222222222,1.0,3.80629614438064,13.153049699096654,0.015338036118476,-4.653,1,0
American International Group (AIG),United States,2015,2016-04-01,221,0,0.0002558650174799,0.8711697217627405,0.0064968199478955,0,0.0206293595584997,0.0105039364509823,-0.012727121201282,0.0101508714728932,0.0181120228801261,0.0263698243666559,0.0229242249884935,-0.075621142119526,0.0064968199478955,24.0,1.125,0.0833333333333333,102.0,0.3333333333333333,2.0,4.507615563684736,13.116027347090814,0.00750339142021,-9.5387,0,0
American International Group (AIG),United States,2016,2017-04-03,221,0,0.0001730044796638,1.00876676583117,-0.0011378874013881,0,0.0020784571634645,-0.0023418613572137,-0.013755487998126,-0.0602214879180856,-0.0380123617217881,-0.0441533552661244,-0.0408579275079993,-0.0309283537971256,0.0011378874013881,3.0,1.0,0.0,85.0,0.4235294117647059,2.0,5.4829165473991,13.118885336024494,-0.0018289655684536,-5.9086,0,0
American International Group (AIG),United States,2017,2018-04-02,221,0,-0.000650368692568,0.7213468352445448,-0.0138926248346713,0,0.0038348114135123,-0.002890297089805,-0.0126583735716818,0.0156752243419175,0.0372415997886916,-0.0295456605500401,0.0017866357919943,0.0233907934763217,0.0138926248346713,8.0,1.625,0.875,96.0,0.5208333333333334,1.0,6.583566688987642,13.11895959109068,-0.0224779183666097,-7.302,1,0
American International Group (AIG),United States,2018,2019-04-01,221,0,-0.0010215875768255,1.014985495788536,-0.0038982999445691,0,-0.0015761690833638,0.0015250407187228,0.0258973119650337,0.0502202007502058,0.0855417328127261,0.2150172518839875,0.2726794108282216,0.2360318266677127,0.0038982999445691,6.0,1.0,0.8333333333333334,75.0,0.7066666666666667,2.0,7.584759810849953,13.106201474620445,0.0023183835246674,-5.5878,0,0
American International Group (AIG),United States,2019,2020-03-30,221,0,-9.164095523516194e-05,1.0198083698187903,-0.1080737889607318,0,-0.1579251423883209,-0.0664381918463447,-0.2005399405243561,-0.1757003707871615,-0.0922611382407282,-0.0282144421976836,0.111573152417959,0.0680497294443587,0.1080737889607318,12.0,1.5,0.5833333333333334,61.0,0.7704918032786885,0.0,6.787147581829237,13.171275438905884,0.0041422797982722,3.0679,0,1
American International Group (AIG),United States,2020,2021-04-01,221,0,8.049726889349731e-05,1.7396257995635709,-0.0612528507676086,0,-0.038903278154083,-0.0312622263246597,-0.0507698432772309,-0.058281489854683,-0.0266788174559963,0.0342749528217338,0.0195106836382985,-0.0860271361067963,0.0612528507676086,14.0,1.5714285714285714,0.6428571428571429,50.0,0.6,0.0,7.727525707227786,13.281895550983997,0.003284576652952,-8.5369,0,1
American International Group (AIG),United States,2021,2022-03-31,221,0,0.000983804467119,1.1337098806795587,0.0279611623273153,0,-0.0299449350830365,0.0147837567513891,-0.0084534624385781,0.0190181331539668,0.0157453604745691,0.0405598095368065,-0.0016459282688884,-0.0469322074549617,0.0279611623273153,31.0,1.2580645161290325,0.3870967741935484,96.0,0.46875,0.0,7.6503366612491295,13.298183847855924,0.0052130846216818,8.0118,0,1
