Company,Region,Fiscal Year,Event Date (adjusted),Estimation N,Est_Calendar_Mismatch_N,Alpha,Beta,"CAR[-1,+1]","CAR[-1,+1]_Calendar_Gaps","CAR[-2,+2]","CAR[0,+1]","CAR[0,+5]","CAR[0,+15]","CAR[0,+20]","CAR[0,+30]","CAR[0,+45]","CAR[0,+60]","|CAR|[-1,+1]",n_corporate_tier1plus,Specificity,ESGSentiment,total_sentences,Sentiment
Allianz SE,Europe (Germany),2014,2015-03-13,216,5,0.0009730384869022,0.6222312632303862,0.0255966785664178,0,0.0387094053254435,0.0290860221961543,0.0233431033001806,0.0503620312457646,0.0571858041429455,-0.0412450409976525,-0.0357400822950104,-0.0876445188109872,0.0255966785664178,4.0,1.25,0.25,103.0,0.2815533980582524
Allianz SE,Europe (Germany),2015,2016-03-18,216,5,0.0001279699779694,0.7968200034060616,-0.0157454321246421,0,-0.017615377159328,-0.0054019172988021,-0.0195442333599631,-0.0279478550972995,0.0117718871315862,0.0275457785195836,0.0383507872418657,-0.0620090011189073,0.0157454321246421,9.0,1.5555555555555556,0.5555555555555556,84.0,0.5714285714285714
Allianz SE,Europe (Germany),2016,2017-03-10,215,6,0.0002685389609734,1.3242493041772447,-0.0064536122768838,0,0.0035642437900511,-0.0144369347562806,-0.0183198696437522,0.002250006738331,-0.0017560843809213,-0.0063227028443986,0.0091500917921802,-0.0319851554596063,0.0064536122768838,7.0,1.7142857142857142,0.8571428571428571,40.0,0.7
Allianz SE,Europe (Germany),2017,2018-03-02,216,5,0.0004569286720286,0.7805509631588697,-0.0235858949368857,0,-0.0284146361577184,-0.0166627672246095,-0.0204263174068873,-0.0314533634050906,-0.041952312117059,-0.0271214714550301,0.001630164851569,-0.050068589511737,0.0235858949368857,4.0,1.5,1.0,44.0,0.5681818181818182
Allianz SE,Europe (Germany),2018,2019-03-01,216,5,0.0005058912866811,0.4854054781954335,0.0150002922031181,0,0.0135358760131594,0.0085845512029071,0.0054219326955564,-0.0061792365881064,-0.0041350832958892,0.0280668925799761,0.0259604747008519,0.0254173015937976,0.0150002922031181,9.0,2.2222222222222223,0.5555555555555556,59.0,0.6949152542372882
Allianz SE,Europe (Germany),2019,2020-02-21,217,4,0.0002782213225457,0.7588715900290169,-0.0043818843532375,0,-0.0234580225544602,0.0084545822920672,-0.0620265172062593,-0.2514339928942953,-0.2202136453556559,-0.1781975542659999,-0.1680330239620477,-0.2214888769506729,0.0043818843532375,8.0,1.75,0.75,42.0,0.6428571428571429
Allianz SE,Europe (Germany),2020,2021-03-05,216,5,-0.0004632392558483,0.8398407512573149,0.0368120539442725,0,0.0349711963357908,0.0185774566001427,-0.0121853373323972,-0.0129975896463982,0.0062356109646271,-0.012785212026346,0.0130601579514447,0.0491737862939581,0.0368120539442725,9.0,2.111111111111111,0.7777777777777778,42.0,0.7142857142857143
Allianz SE,Europe (Germany),2021,2022-03-04,216,5,0.0002701060214726,0.5269581678787647,-0.0452707238839903,0,-0.0187728768099978,-0.0442830694483215,0.0597126520327459,0.0628130025420924,0.0818468066817002,0.0903674344116497,0.0769139619035271,0.0620089555830906,0.0452707238839903,15.0,1.8666666666666667,0.6,49.0,0.5714285714285714
Allianz SE,Europe (Germany),2022,2023-03-03,214,7,0.0004922952181597,0.3738352541458079,-0.0011620218924121,0,-0.0069579535496705,0.0028206239100961,0.0042988085458589,-0.0763261268757263,-0.0557996963750222,-0.0375469065192884,-0.0209057344988495,-0.08656354552895,0.0011620218924121,12.0,2.0,0.8333333333333334,39.0,0.6153846153846154
Allianz SE,Europe (Germany),2023,2024-03-07,215,6,0.0004065634124014,0.6221079475565324,0.0077630437451483,0,0.0289110086892736,0.0122368898841886,0.0314658516401275,0.065468590967715,0.0328864561763365,0.0454056977567915,0.0553204842602483,0.0287483169915407,0.0077630437451483,11.0,1.9090909090909092,0.7272727272727273,38.0,0.7631578947368421
American International Group (AIG),United States,2012,2013-04-01,221,0,0.0012004372027887,0.4679526721985814,0.0138075381961306,0,-0.0168013527207664,0.0001060558071057,0.0287521244956578,-0.0180541043470038,0.0340090758990159,0.0750121954708921,0.0505733647202142,0.0554802399170882,0.0138075381961306,7.0,1.1428571428571428,0.5714285714285714,41.0,0.5365853658536586
American International Group (AIG),United States,2013,2014-04-02,221,0,0.0010711236964057,0.3438763607313495,0.0152479304091656,0,0.0060430662927702,0.0174570108388331,0.0207549802031631,0.0327180692947219,0.0320394327399816,0.0242332885491504,0.0441644081215609,0.0165327601550097,0.0152479304091656,2.0,1.0,1.0,22.0,0.6818181818181818
American International Group (AIG),United States,2014,2015-03-31,221,0,0.0002879966216276,0.8240961452012499,0.0160053892543535,0,0.0127854443018729,0.0066213696406334,0.0041117582978209,0.014712718749061,0.0127369707449211,0.0398982007124101,0.0774017277616338,0.1050633865425682,0.0160053892543535,3.0,1.3333333333333333,1.0,90.0,0.6222222222222222
American International Group (AIG),United States,2015,2016-04-01,221,0,0.0002558650174799,0.8711697217627405,0.0064968199478955,0,0.0206293595584997,0.0105039364509823,-0.012727121201282,0.0101508714728932,0.0181120228801261,0.0263698243666559,0.0229242249884935,-0.075621142119526,0.0064968199478955,24.0,1.125,0.08333333333333333,102.0,0.3333333333333333
American International Group (AIG),United States,2016,2017-04-03,221,0,0.0001730044796638,1.00876676583117,-0.0011378874013881,0,0.0020784571634645,-0.0023418613572137,-0.013755487998126,-0.0602214879180856,-0.0380123617217881,-0.0441533552661244,-0.0408579275079993,-0.0309283537971256,0.0011378874013881,3.0,1.0,0.0,85.0,0.4235294117647059
American International Group (AIG),United States,2017,2018-04-02,221,0,-0.000650368692568,0.7213468352445448,-0.0138926248346713,0,0.0038348114135123,-0.002890297089805,-0.0126583735716818,0.0156752243419175,0.0372415997886916,-0.0295456605500401,0.0017866357919943,0.0233907934763217,0.0138926248346713,8.0,1.625,0.875,96.0,0.5208333333333334
American International Group (AIG),United States,2018,2019-04-01,221,0,-0.0010215875768255,1.014985495788536,-0.0038982999445691,0,-0.0015761690833638,0.0015250407187228,0.0258973119650337,0.0502202007502058,0.0855417328127261,0.2150172518839875,0.2726794108282216,0.2360318266677127,0.0038982999445691,6.0,1.0,0.8333333333333334,75.0,0.7066666666666667
American International Group (AIG),United States,2019,2020-03-30,221,0,-9.164095523516194e-05,1.0198083698187903,-0.1080737889607318,0,-0.1579251423883209,-0.0664381918463447,-0.2005399405243561,-0.1757003707871615,-0.0922611382407282,-0.0282144421976836,0.111573152417959,0.0680497294443587,0.1080737889607318,12.0,1.5,0.5833333333333334,61.0,0.7704918032786885
American International Group (AIG),United States,2020,2021-04-01,221,0,8.049726889349731e-05,1.7396257995635709,-0.0612528507676086,0,-0.038903278154083,-0.0312622263246597,-0.0507698432772309,-0.058281489854683,-0.0266788174559963,0.0342749528217338,0.0195106836382985,-0.0860271361067963,0.0612528507676086,14.0,1.5714285714285714,0.6428571428571429,50.0,0.6
American International Group (AIG),United States,2021,2022-03-31,221,0,0.000983804467119,1.1337098806795587,0.0279611623273153,0,-0.0299449350830365,0.0147837567513891,-0.0084534624385781,0.0190181331539668,0.0157453604745691,0.0405598095368065,-0.0016459282688884,-0.0469322074549617,0.0279611623273153,31.0,1.2580645161290323,0.3870967741935484,96.0,0.46875
American International Group (AIG),United States,2022,2023-04-03,221,0,0.0002899752229905,0.9312504718462454,-0.0119311565553425,0,0.0151608884952684,-0.0111046742982627,0.0128634450020107,0.0090205758414639,0.0201871925060463,0.0274331706207421,0.0845732655798101,0.0726246883680399,0.0119311565553425,14.0,1.5,0.6428571428571429,80.0,0.6125
American International Group (AIG),United States,2023,2024-04-01,221,0,0.0009872842050037,0.8165345096588915,0.0009433251702505,0,-0.0002674924250899,0.0041005921866899,-0.003147430531313,-0.0199338342679685,-0.0303542086237744,-0.0151724515887078,-0.0689719490170212,-0.1221754490088739,0.0009433251702505,8.0,1.25,0.5,112.0,0.6607142857142857
Assicurazioni Generali,Europe (Italy),2012,2013-03-14,214,7,0.0004753060769441,0.4851054620232838,0.036341995359961,0,0.02234925445991,0.0566706236467623,0.042222539064997,0.0095372086309639,0.0514968404614009,0.119085683236273,0.1216927009036215,0.0916659436748318,0.036341995359961,3.0,1.3333333333333333,0.6666666666666666,12.0,0.75
Assicurazioni Generali,Europe (Italy),2013,2014-03-13,216,5,0.0006184086673461,0.2564522655678988,-0.016786867451391,0,0.0002751435627758,-0.0205168537478448,-0.0109219009028446,0.0251234952825892,-0.0183243721182255,0.0082277234329266,-0.0278355609381525,-0.0233077480928823,0.016786867451391,2.0,1.5,0.5,17.0,0.6470588235294118
Assicurazioni Generali,Europe (Italy),2014,2015-03-13,216,5,0.0006798668475588,0.7517856515262626,-0.0547081743324665,0,-0.0498109634962176,-0.0018352998409293,-0.0160929634419372,0.0099239763341292,-0.0206691024555882,-0.0914429991646616,-0.0300284575608431,-0.0725479185146954,0.0547081743324665,2.0,1.0,0.5,24.0,0.5833333333333334
Assicurazioni Generali,Europe (Italy),2015,2016-03-17,216,5,-0.0009117759203955,0.7840933879413042,-0.0113759974550795,0,-0.0254698970681107,-0.0176023346174504,-0.0588389188093911,-0.0796799426781525,-0.0511397947267641,-0.0327308662122895,-0.0330921753865817,-0.0437691820938579,0.0113759974550795,1.0,1.0,0.0,22.0,0.5909090909090909
Assicurazioni Generali,Europe (Italy),2016,2017-03-16,215,6,0.0004125836923379,1.898716988002237,0.0144237577585939,0,0.0203787502943924,0.0236465100127452,0.0260092157433232,0.0128476456969244,0.0056136894512935,-0.0032706362671574,0.0293840015334278,0.0055427275482664,0.0144237577585939,2.0,1.0,0.0,18.0,0.5555555555555556
Assicurazioni Generali,Europe (Italy),2017,2018-03-15,216,5,0.0002123871573963,0.6692673429386174,0.0167570197674867,0,0.0284390641354619,0.026903876762396,0.039951366559896,0.0463921476351852,0.0446430221990396,0.0821169752092171,0.0250365447870424,-0.0165752133640306,0.0167570197674867,6.0,1.5,0.16666666666666666,21.0,0.5714285714285714
Assicurazioni Generali,Europe (Italy),2018,2019-03-14,215,6,0.0002551024594782,0.3439002002362687,0.0306115651697013,0,0.0344287368467961,0.0307623343868903,0.0348026863519301,0.0434723227143506,0.041753838713489,0.0627769290323048,0.0676601348446618,0.0610858002245547,0.0306115651697013,7.0,1.8571428571428572,0.7142857142857143,25.0,0.8
Assicurazioni Generali,Europe (Italy),2019,2020-03-12,216,5,0.0004716721207348,0.5867995223462816,-0.0647378479164276,0,-0.1048160850033181,-0.0934874046009656,-0.1463919814951071,-0.0501815118279394,-0.0628125185164487,-0.0955400831273061,-0.1307092932141121,-0.0332612438470852,0.0647378479164276,10.0,1.7,0.3,33.0,0.5151515151515151
Assicurazioni Generali,Europe (Italy),2020,2021-03-17,216,5,-0.0002998068811271,0.7779497291301186,0.0094778723660581,0,-0.0054637793154782,0.006960575469738,0.0178541687981256,-0.0045356898294308,-0.0058076903320519,-0.0230182655489276,0.0348056903851078,0.049919742023759,0.0094778723660581,9.0,1.7777777777777777,0.5555555555555556,30.0,0.4666666666666667
Assicurazioni Generali,Europe (Italy),2021,2022-03-16,216,5,0.0005380084766702,0.4862626747093487,0.0253827501236328,0,0.0565030190429958,0.0200995073446542,0.0270413788536281,0.0803339099933516,0.0403420762209338,0.0088421838501336,0.0160399583673679,-0.0604545492460213,0.0253827501236328,9.0,1.7777777777777777,0.5555555555555556,30.0,0.4666666666666667
Assicurazioni Generali,Europe (Italy),2022,2023-03-16,214,7,0.0002541648786973,0.3956474874316297,-0.0641459739119376,0,-0.015537134786812,-0.0108900657055401,0.0302129125763663,0.0401567410143012,0.0462469499616569,0.0358601283215403,0.0674333821275242,0.0892002001030828,0.0641459739119376,14.0,1.7857142857142858,0.42857142857142855,38.0,0.5526315789473685
Assicurazioni Generali,Europe (Italy),2023,2024-03-13,215,6,0.0007095994103727,0.5049678247990822,0.01132035232867,0,0.0203882403217311,0.0119597634008265,0.0167746103015596,0.0089664427743462,0.0067314799331715,0.0022652424737378,0.0665888444273212,0.039644388004828,0.01132035232867,7.0,2.142857142857143,0.8571428571428571,22.0,0.5454545454545454
China Life Insurance Company Limited,China / Hong Kong,2012,2013-03-27,214,7,0.000876007728926,0.351321571590709,-0.050029354699451,0,-0.0638348474296469,-0.033147199003993,-0.0758023773267829,-0.0280675011690432,-0.0095173826853162,-0.0130278038670207,-0.0899358230614656,-0.1801731147620959,0.050029354699451,7.0,1.2857142857142858,0.42857142857142855,43.0,0.5116279069767442
China Life Insurance Company Limited,China / Hong Kong,2013,2014-04-09,215,6,0.0003752175639152,0.162396957697976,0.0221138027566713,0,-0.0128707903186068,0.0111892053852356,-0.0599582822130595,-0.1242612597376235,-0.1132822242326692,-0.1126229453994987,-0.0593774621265601,-0.0781792904584693,0.0221138027566713,11.0,1.6363636363636365,0.9090909090909091,44.0,0.5909090909090909
China Life Insurance Company Limited,China / Hong Kong,2014,2015-04-16,215,6,0.0022643524501007,0.40443584198251,-0.0023461168033575,0,-0.0854244540875486,0.0195931671729122,-0.017168152179606,-0.0443629058448862,-0.0746013293810194,-0.0633655530966135,-0.1785130300818356,-0.2511894090325973,0.0023461168033575,7.0,1.5714285714285714,0.7142857142857143,38.0,0.7105263157894737
China Life Insurance Company Limited,China / Hong Kong,2015,2016-04-15,216,5,-0.0035076534818535,0.7310879328609594,0.0187298289291156,0,0.0687240242651075,-0.0146342842215378,-0.036324148915317,-0.0765207059493179,-0.0944984640733216,-0.0409927905461075,0.0156008190726475,0.0578248698045569,0.0187298289291156,6.0,1.8333333333333333,0.6666666666666666,43.0,0.7209302325581395
China Life Insurance Company Limited,China / Hong Kong,2016,2017-04-11,215,6,0.0011510909490748,0.4092421402605431,-0.0179245111266581,0,-0.0278614980878663,-0.0060522915881767,-0.0228492176352963,-0.0358921199380482,0.036209740356875,0.0398217006321585,-0.0291420132262373,0.0014756325534149,0.0179245111266581,3.0,1.0,0.6666666666666666,56.0,0.8214285714285714
China Life Insurance Company Limited,China / Hong Kong,2017,2018-04-11,216,5,0.000105637426691,0.3020596110043589,0.0064322524403264,0,0.0123913978811623,-0.0029294871363372,-0.0240334435388142,0.0007204677042533,0.0175819906623118,-0.0065178450591131,0.0033252087218439,-0.082005304719129,0.0064322524403264,3.0,1.0,0.3333333333333333,37.0,0.7297297297297297
China Life Insurance Company Limited,China / Hong Kong,2018,2019-04-11,214,7,0.0003721573853578,0.6342512490809551,-0.0372273875420136,0,-0.0362032279906637,-0.0299967805409473,0.0076244014975055,-0.0445903587089733,-0.1348500236873851,-0.1668010976736097,-0.1303568915161181,-0.0973301894247338,0.0372273875420136,11.0,1.7272727272727273,0.09090909090909091,87.0,0.5977011494252874
China Life Insurance Company Limited,China / Hong Kong,2019,2020-04-16,215,6,-0.0007141441461758,0.4743437669361127,0.0214759707281604,0,0.0364914810656745,0.0163794315339554,0.0144603429067162,-0.009093911831933,-0.0807280823444439,-0.0867909923728096,-0.02244740155183,0.1924106292865591,0.0214759707281604,14.0,1.8571428571428572,0.5714285714285714,87.0,0.6896551724137931
China Life Insurance Company Limited,China / Hong Kong,2020,2021-04-15,216,5,-0.0006109537518201,0.5184190961188434,-0.0048436998635279,0,-0.0066952943203652,-0.0084923548157395,0.0016496499929317,0.0077936850641178,-0.0075080376977085,0.0463297404718291,-0.0086372825109108,-0.054262139860286,0.0048436998635279,20.0,1.8,0.8,81.0,0.7283950617283951
China Life Insurance Company Limited,China / Hong Kong,2021,2022-04-13,214,7,-0.0004971866486291,0.1190438078442835,0.0150311326720391,0,-0.0196863645175857,0.0139906264105771,0.0008986462434843,-0.0515415592055498,-0.0360993993961384,0.0080703729548828,0.1072022364051034,0.0998822118464604,0.0150311326720391,9.0,1.6666666666666667,0.6666666666666666,63.0,0.7301587301587301
China Life Insurance Company Limited,China / Hong Kong,2022,2023-04-19,214,7,0.0009310607931865,0.1503858981412836,0.0439720937670264,0,0.062586228206894,0.0177177536732515,-0.0128273269155382,0.0531671640533204,0.0436905790853164,-0.0642607966240217,-0.1071663271610258,-0.141370566605325,0.0439720937670264,6.0,1.1666666666666667,0.6666666666666666,44.0,0.6818181818181818
China Life Insurance Company Limited,China / Hong Kong,2023,2024-04-19,214,7,-0.0020375836682329,0.7560990355410934,0.0677700494197428,0,0.0865872317193992,0.0374467030894852,0.1284560577953833,0.2629391277654869,0.317976233637485,0.2740928145868615,0.2413093318384906,0.293029514710438,0.0677700494197428,12.0,1.5,0.9166666666666666,53.0,0.8301886792452831
Chubb,United States,2013,2014-04-07,221,0,0.0002282561482342,0.2384108626961271,-0.0123937312748899,0,0.0056498743086997,-0.0077551285906562,0.0107900811323124,0.03384110007197,0.0257811450945136,0.0318108480168578,0.0363920022778283,0.0309920337504915,0.0123937312748899,9.0,1.0,0.0,320.0,0.2375
Chubb,United States,2014,2015-04-06,221,0,0.0005862712743114,0.5566162310749512,-0.0057656294561585,0,-0.0117155591488078,-0.00334446560137,-0.0032720948642345,-0.0533579649336395,-0.0624416567623456,-0.0562468224733167,-0.1027160723482245,-0.1128252525733332,0.0057656294561585,19.0,1.4210526315789473,0.21052631578947367,413.0,0.2179176755447942
Chubb,United States,2015,2016-04-08,221,0,0.0007289280270424,0.6955023369166365,-0.0029445842683465,0,-0.004859382526367,0.0012089285703427,-0.00153897616101,-0.0289297009603583,0.0139464649909928,0.0322810964539063,0.0084594323266659,0.041307099330523,0.0029445842683465,8.0,1.125,0.0,244.0,0.1721311475409836
Chubb,United States,2016,2017-04-03,221,0,0.0002958029780227,0.6942509102803698,0.0050996953256388,0,0.0041964430904043,0.0087453554395193,0.0126000635249826,-0.0115333596498999,-0.0143268690229068,-0.0266799304020336,0.0128425228811354,0.0204881115383899,0.0050996953256388,14.0,1.2857142857142858,0.14285714285714285,267.0,0.16104868913857678
Chubb,United States,2017,2018-04-02,221,0,-5.7918517786231206e-05,0.7063579302576117,-0.0241922874980133,0,-0.0055590018649812,-0.0038593872927881,-0.0148185124087678,0.0035380693357773,-0.011642754657951,-0.0331713213362189,-0.0590391607743821,-0.0927971941153642,0.0241922874980133,18.0,1.5555555555555556,0.3888888888888889,377.0,0.18037135278514588
Chubb,United States,2018,2019-04-01,221,0,-2.217391724092333e-05,0.7180334205585912,-0.0063212673025452,0,-0.023688387139895,-0.0096305921733091,-0.0361597870725672,-0.0329482855451033,0.0108615509706219,0.028684137831815,0.0668218111753772,0.0340045099490215,0.0063212673025452,29.0,1.6206896551724137,0.4482758620689655,384.0,0.2630208333333333
Chubb,United States,2019,2020-03-30,221,0,0.0003014429894942,0.7293162675855729,0.0325160915070373,0,0.0297738720261421,0.0180830477819401,-0.0025528007362072,-0.0016597858282526,-0.0517964822015032,-0.1359467547435401,0.0167728079439222,0.0388718114495838,0.0325160915070373,55.0,1.3636363636363635,0.4,433.0,0.2586605080831409
Chubb,United States,2020,2021-04-01,221,0,9.725576671950032e-06,1.102032819435501,-0.0406164337115852,0,-0.0211291398127116,-0.0148622323316493,-0.02031624378474,0.0171100241883629,0.0370160740807924,0.0246130726014983,-0.0025213552987414,-0.0680315342240042,0.0406164337115852,48.0,1.3541666666666667,0.25,476.0,0.16806722689075632
Chubb,United States,2021,2022-04-04,221,0,0.0010367294597762,0.8227928675372365,-0.0091951825034437,0,-0.0055837759976949,-0.01637446800511,0.0132446975673662,-0.0072236459955135,0.005116228708277,0.0336970087525686,-0.0012899880760694,-0.0093765456113991,0.0091951825034437,62.0,1.5,0.3225806451612903,512.0,0.26171875
Chubb,United States,2022,2023-04-03,221,0,0.0001920331518283,0.5880549041201056,0.0023315089114824,0,0.0037533633292899,0.0057776717110471,0.0175405941551884,0.0339568273240275,0.0253072924747143,0.0188526649239967,-0.0332003338794987,-0.0632852123789523,0.0023315089114824,26.0,1.5769230769230769,0.38461538461538464,421.0,0.33729216152019004
Chubb,United States,2023,2024-04-01,221,0,0.0009825552954923,0.3511134543481005,-0.007881433929439,0,-0.0101809074099097,-0.0093360154961942,-0.0262521517099931,-0.0292113983479465,-0.0495036158015792,-0.0456517408670425,-0.0220134745093878,-0.0579024842827876,0.007881433929439,31.0,1.4193548387096775,0.1935483870967742,439.0,0.1845102505694761
Dai-ichi Life Holdings,Japan,2014,2014-09-24,214,7,-0.0003012911768341,0.6004369676613739,0.0016975095996926,0,0.0164265945168609,0.0026906322751957,-0.0129592685422482,-0.088386711239463,-0.0976161993365654,0.0320284229510453,0.0895438372994568,0.1737480069470724,0.0016975095996926,24.0,1.4583333333333333,0.6666666666666666,63.0,0.6031746031746031
Dai-ichi Life Holdings,Japan,2015,2015-09-28,214,7,0.0022214128830481,0.2578515810435052,-0.0260352024692254,0,-0.0026913202482157,-0.041724237471472,-0.0018822360342253,0.0195854889263131,0.0314405992763976,0.1291907092461019,0.0022151312397419,-0.0933920976793864,0.0260352024692254,24.0,1.4583333333333333,0.7083333333333334,62.0,0.6129032258064516
Dai-ichi Life Holdings,Japan,2016,2016-09-27,214,7,-0.0022606453793353,0.6124145568564999,-0.0792583841995048,0,-0.0886440976577719,-0.0383672504800772,-0.0234156783466791,0.0652843706629694,0.095062705617402,0.1897185337919643,0.4123790296266681,0.4456327485377758,0.0792583841995048,11.0,1.2727272727272727,0.45454545454545453,63.0,0.6190476190476191
Dai-ichi Life Holdings,Japan,2017,2017-08-28,213,8,0.0020126709649873,0.744776328418256,-0.0202460711259966,0,-0.0288955586942709,-0.0224327781137495,-0.0250732386951857,-0.0143580737815813,0.024715082430795,0.0678300695093412,0.0851082505108742,0.0363035729131986,0.0202460711259966,7.0,1.0,0.14285714285714285,39.0,0.4358974358974359
Dai-ichi Life Holdings,Japan,2018,2018-08-29,213,8,0.0009376750844174,-0.1224017886571468,0.0067024152710691,0,0.0132315380830252,0.0101032639600241,-0.0166731861215686,0.0866735183734089,0.139506601151317,0.1263152179351571,-0.0180713440194498,-0.1088171873705226,0.0067024152710691,36.0,1.1666666666666667,0.5833333333333334,122.0,0.4098360655737705
Dai-ichi Life Holdings,Japan,2019,2019-08-30,212,9,-0.0007065901036147,0.3039956082954831,0.0160625040970515,1,0.0198407018891936,0.0168142326797887,0.0450799922906273,0.1343373933678129,0.1797344211472936,0.2023996957792009,0.2840271969714469,0.2359021640238626,0.0160625040970515,9.0,1.0,0.4444444444444444,28.0,0.32142857142857145
Dai-ichi Life Holdings,Japan,2020,2020-08-31,213,8,0.0001517019623435,0.3469068917828079,0.0453022033102914,0,0.0010408764953027,0.0033916965655694,-0.0010067506526893,-0.0241345598106832,-0.0649682404268355,0.0024392385707644,-0.0050914412133061,0.0469552124861364,0.0453022033102914,36.0,1.3888888888888888,0.3611111111111111,137.0,0.26277372262773724
Dai-ichi Life Holdings,Japan,2021,2021-08-31,213,8,0.0014638486552438,0.4928080713683652,-0.0012596072924884,0,0.0053455651130337,0.0109025172808871,0.0458860559860939,0.0357563097340796,0.0960871835340714,0.0407826137295096,0.008008272521871,-0.062698427103216,0.0012596072924884,46.0,1.2173913043478262,0.391304347826087,184.0,0.2826086956521739
Dai-ichi Life Holdings,Japan,2022,2022-09-30,213,8,0.0004885629043961,0.02416650431859,0.0041926484185672,0,0.0089496853083163,-0.0221682109386106,-0.0076910290841698,-0.0077814411975257,0.0021327089383101,0.0297747165654678,0.0569457136853292,0.2417287146830135,0.0041926484185672,5.0,1.6,0.2,77.0,0.35064935064935066
Dai-ichi Life Holdings,Japan,2023,2023-09-29,213,8,0.0003040555699925,0.1948391431785779,0.0193452106726466,0,0.0204675175292615,0.0091011601929149,-0.0008158048671871,-0.001516143223598,-0.0102818991114997,-0.0048445844265227,0.0331785395252881,-0.0746937679431524,0.0193452106726466,17.0,1.1764705882352942,0.7058823529411765,102.0,0.5294117647058824
MS&AD Insurance Group Holdings,Japan,2013,2013-10-04,212,9,0.0034216038942727,0.0877971906691968,-0.0622417864045593,0,-0.08243419318283,-0.0405455340322047,-0.006658121680326,-0.0392947696791925,-0.0672203547282437,0.0024836423371985,-0.0526037818299958,-0.1108907702142714,0.0622417864045593,6.0,1.1666666666666667,0.16666666666666666,28.0,0.6071428571428571
