Company,Year,Total Assets (Million USD),Total Liabilities (Million USD),Total Equity (Million USD),Leverage,Revenue Growth YoY (%),"Net Income, Adj",ROA,ROE,ROE_sign_flip_risk,Size,Region
AXA,2013,1041700.0000000001,965225.8633,76451.7316,12.625297597575932,3.4518,5903.016,0.005666714025151194,0.07721232569178328,0,13.85636455197254,Europe
AXA,2014,1016500.0,934157.51,82325.98,11.347056056909375,-2.9648,6314.293,0.006211798327594688,0.0766986679053198,0,13.831875912050538,Europe
AXA,2015,963890.262,884959.638,78930.624,11.211866740088107,-4.6027,6151.6235,0.006382078689368479,0.07793709447932402,0,13.778732731013276,Europe
AXA,2016,941618.2301,861587.5941,80030.636,10.765722192936215,9.7871,7143.4723,0.0075863785042069145,0.08925922193096154,0,13.75535519550969,Europe
AXA,2017,1046100.0,955583.0964,90484.7852,10.560704700661654,8.3106,6219.1157,0.005945048943695632,0.06873106551840497,0,13.860579521331852,Europe
AXA,2018,1065800.0,981944.8688,83887.0452,11.705560333647323,-20.0929,6368.6222,0.005975438356164383,0.07591901925757662,0,13.879236248844819,Europe
AXA,2019,876847.9062,793049.2479,83798.6583,9.463746365256542,24.7752,7299.0605,0.008324203602916695,0.08710235519367499,0,13.684088831228932,Europe
AXA,2020,983610.0525,890484.8925,93125.16,9.562237450115521,-14.6057,4711.2414,0.004789745070239611,0.05059042475739102,0,13.79898480938175,Europe
AXA,2021,882974.0526,797318.3132,85655.7394,9.30840500338965,10.8681,11785.4357,0.013347431518850046,0.13759072985131454,0,13.69105109365037,Europe
AXA,2022,683744.1827,631163.8837,52580.299,12.003809329802404,-29.1649,5230.5801,0.007649908009959586,0.0994779451520426,0,13.43533912474795,Europe
AXA,2023,712947.564,654972.204,57975.36,11.297423664122137,-5.2418,7411.4424,0.010395494387298306,0.12783779867861106,0,13.477163153915031,Europe
AXA,2024,676578.2938,622268.8116,54309.4822,11.457829947787644,4.7109,8597.9696,0.012708018685774753,0.1583143357606897,0,13.424803453525332,Europe
Allianz,2012,916461.7059,846566.4348,69895.2711,12.11192719445651,9.9158,6949.9789,0.00758349078336542,0.09943417903131933,0,13.728275562410241,Europe
Allianz,2013,981128.717,908255.2309,72873.4861,12.46345247781415,-0.0556,8092.8703,0.00824853065635016,0.11105370050356353,0,13.796458939930028,Europe
Allianz,2014,975002.27,897922.85,77079.42,11.649320272518915,1.4576,8287.4266,0.008499904928426475,0.10751801972562847,0,13.790195078182402,Europe
