dv,term,coef,se,ci_lo,ci_hi,p,n,sd_dv,std_coef,std_se,std_ci_lo,std_ci_hi,mde_raw_80pct_power,mde_std_80pct_power,min_equivalence_bound_std,equivalent_within_0.05SD,equivalent_within_0.1SD,equivalent_within_0.2SD,"BF01_prior_N(0,0.1)","BF01_prior_N(0,0.5)"
"CAR[-1,+1]",Cluster1_HighSpec - Cluster0_HighVolLowSpec,-0.007504764289127906,0.011574569479505886,-0.03019050360551596,0.015180975027260148,0.5167366926833968,209,0.031988310276238795,-0.234609587825041,0.36183747686427753,-0.9437980107358701,0.4745788350857881,0.032427142759805204,1.013718526542253,0.8297792740122172,False,False,False,1.0221268241891726,1.485916580303517
