dv,model,term,coef,se,ci_lo,ci_hi,p,n,sd_dv,sd_predictor,std_coef,std_se,std_ci_lo,std_ci_hi,mde_raw_80pct_power,mde_std_80pct_power,min_equivalence_bound_std,equivalent_within_0.05SD,equivalent_within_0.1SD,equivalent_within_0.2SD,"BF01_prior_N(0,0.1)","BF01_prior_N(0,0.5)"
ROE,Model 1,ESG_sentence_ratio_lag,0.0062352190460256435,0.01817249037514693,-0.02938220759866312,0.0418526456907144,0.7315133954111093,183,0.04968484308537747,0.12835991580229708,0.016108578432690653,0.046948308369689044,-0.07590841510698026,0.10812557197236156,0.05091178041131183,0.1315296867439302,0.09333167373380982,False,True,True,2.2422638810825943,10.09056710771966
ROE,Model 2,Corporate_ESG_share_lag,0.004709812471597541,0.01776370107827358,-0.030106401873953997,0.039526026817149076,0.7909040092785002,183,0.04968484308537747,0.11450814257313523,0.010854655957425057,0.040939817646242105,-0.06938591216284683,0.09109522407769695,0.049766522359868656,0.11469638794995236,0.07819466349957827,False,True,True,2.561112949656008,11.833461221840938
ROE,Model 3,Corporate_ESG_share_lag,0.039148151528365996,0.03502094856961873,-0.029491646372516236,0.10778794942924823,0.2636312557841999,183,0.04968484308537747,0.11450814257313523,0.09022433881861536,0.08071241696316352,-0.06796909153436487,0.24841776917159558,0.09811417183693834,0.22612271428216932,0.2229844506004944,False,False,False,1.0906500074035843,3.413203797664659
ROE,Model 3,Verified_ESG_share_lag,-0.06949822087327444,0.05270852462745102,-0.17280503082132093,0.033808589074772036,0.18732343387513606,183,0.04968484308537747,0.055998952956105456,-0.07833027860283026,0.059406893686397386,-0.19476565066156906,0.03810509345590854,0.14766742346481013,0.16643347520581955,0.1760459231488215,False,False,True,1.0298110604449018,3.5967668211765216
ROE,Model 4,Corporate_ESG_share_lag,0.007643958677115977,0.01814242738730266,-0.02791454559413035,0.0432024629483623,0.6735137343755273,183,0.04968484308537747,0.11450814257313523,0.017616952287003496,0.04181266424285867,-0.06433436372666522,0.09956826830067221,0.05082755638895502,0.11714174207271352,0.08639266471937371,False,True,True,2.4036333385734014,10.987408697974153
ROE,Model 4,Specificity_mean_lag,-0.0050719404228976245,0.004927588974776823,-0.014729837344076846,0.004585956498281596,0.30334128863814824,183,0.04968484308537747,0.3400884286528734,-0.03471699096805427,0.03372891786332873,-0.10082445521768826,0.03139047328157971,0.013805060432671183,0.09449443770884822,0.09019612384869884,False,True,True,1.9446296822328382,8.768788416184945
