Company Name,Year,n_E_corporate_tier1plus,Corporate_E_share,Verified_E_share,Specificity_E_mean,ESGSentiment_E_Corporate,n_SG_corporate_tier1plus,Corporate_SG_share,Verified_SG_share,Specificity_SG_mean,ESGSentiment_SG_Corporate
Tokio Marine,2023,11.0,0.07913669064748201,0.03597122302158273,1.5454545454545454,0.6363636363636364,26.0,0.18705035971223022,0.04316546762589928,1.2307692307692308,0.4230769230769231
Travelers,2012,8.0,0.07079646017699115,0.05309734513274336,2.125,0.0,13.0,0.11504424778761062,0.061946902654867256,1.5384615384615385,0.6153846153846154
Travelers,2013,4.0,0.056338028169014086,0.028169014084507043,1.75,0.5,11.0,0.15492957746478872,0.08450704225352113,1.9090909090909092,0.36363636363636365
Travelers,2014,4.0,0.05,0.025,1.75,0.25,10.0,0.125,0.0625,1.9,0.2
Travelers,2015,,0.0,0.0,,,14.0,0.0979020979020979,0.04195804195804196,1.5714285714285714,0.35714285714285715
Travelers,2016,3.0,0.02142857142857143,0.014285714285714285,1.6666666666666667,0.6666666666666666,19.0,0.1357142857142857,0.05714285714285714,1.6842105263157894,0.3684210526315789
Travelers,2017,5.0,0.02857142857142857,0.02857142857142857,2.4,0.6,26.0,0.14857142857142858,0.05714285714285714,1.6538461538461537,0.3076923076923077
Travelers,2018,2.0,0.011695906432748537,0.005847953216374269,1.5,0.5,15.0,0.08771929824561403,0.023391812865497075,1.3333333333333333,0.4
Travelers,2019,5.0,0.02717391304347826,0.021739130434782608,1.8,0.2,16.0,0.08695652173913043,0.010869565217391304,1.125,0.3125
Travelers,2020,18.0,0.09183673469387756,0.05612244897959184,1.8888888888888888,0.3888888888888889,33.0,0.1683673469387755,0.05102040816326531,1.3333333333333333,0.5454545454545454
Travelers,2021,10.0,0.056179775280898875,0.028089887640449437,1.6,0.3,27.0,0.15168539325842698,0.03932584269662921,1.2592592592592593,0.4444444444444444
Travelers,2022,6.0,0.031088082901554404,0.015544041450777202,1.8333333333333333,0.8333333333333334,25.0,0.12953367875647667,0.015544041450777202,1.12,0.4
Travelers,2023,4.0,0.018779342723004695,0.004694835680751174,1.25,0.75,10.0,0.046948356807511735,0.018779342723004695,1.4,0.4
Zurich,2012,0.0,0.0,0.0,,,0.0,0.0,0.0,,
Zurich,2013,2.0,0.038461538461538464,0.038461538461538464,3.0,1.0,2.0,0.038461538461538464,0.0,1.0,1.0
Zurich,2014,5.0,0.15151515151515152,0.12121212121212122,2.0,0.8,1.0,0.030303030303030304,0.0,1.0,1.0
Zurich,2015,3.0,0.07894736842105263,0.05263157894736842,2.3333333333333335,1.0,,0.0,0.0,,
Zurich,2016,1.0,0.016666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,,
Zurich,2017,3.0,0.045454545454545456,0.030303030303030304,2.0,0.3333333333333333,11.0,0.16666666666666666,0.015151515151515152,1.1818181818181819,0.5454545454545454
Zurich,2018,4.0,0.07547169811320754,0.03773584905660377,1.75,0.75,12.0,0.22641509433962265,0.07547169811320754,1.3333333333333333,0.5833333333333334
Zurich,2019,5.0,0.07462686567164178,0.05970149253731343,2.0,0.8,16.0,0.23880597014925373,0.1044776119402985,1.5,0.5
Zurich,2020,7.0,0.11290322580645161,0.06451612903225806,2.0,0.7142857142857143,16.0,0.25806451612903225,0.12903225806451613,1.6875,0.875
Zurich,2021,12.0,0.19047619047619047,0.07936507936507936,1.4166666666666667,0.5,9.0,0.14285714285714285,0.015873015873015872,1.2222222222222223,0.5555555555555556
Zurich,2022,11.0,0.1864406779661017,0.1016949152542373,1.6363636363636365,0.8181818181818182,10.0,0.1694915254237288,0.0,1.0,0.6
Zurich,2023,1.0,0.02631578947368421,0.0,1.0,1.0,,0.0,0.0,,
