Company,Year,total_sent,esg_sent,esg_ratio,ESG_n_sent,ESG_share_pos,ESG_share_neg,ESG_share_neu,ESG_sent_index,Corporate_ESG_share,Verified_ESG_share,Specificity_mean,ESGSentiment_Corporate,Verified_ESG_share_allrelevance,Specificity_mean_allrelevance,cluster,cluster_2d_legacy,cluster_3d,Total Assets (Million USD)_x,Total Liabilities (Million USD)_x,Total Equity (Million USD),Leverage,Revenue Growth YoY (%),"Net Income, Adj",ROA,ROE,ROE_sign_flip_risk,Size,Region,Market Capitalization (Million USD),Total Assets (Million USD)_y,Total Liabilities (Million USD)_y,Tobins Q,SR_CEO_Letter
Allstate,2021,51,21,0.4117647058823529,21.0,0.3809523809523809,0.0,0.6190476190476191,0.3809523809523809,0.3725490196078431,0.0980392156862745,1.4210526315789471,0.4210526315789473,0.0980392156862745,1.4210526315789471,0.0,0.0,0.0,99440.0,74313.0,25127.0,2.9574959207227285,21.2679,4348.9946,0.0437348612228479,0.1730805348827954,0,11.507309726184593,N. America,33059.65,99440.0,74313.0,1.0797732300884957,0
Allstate,2022,75,28,0.3733333333333333,28.0,0.4642857142857143,0.0357142857142857,0.5,0.4285714285714286,0.32,0.12,1.5,0.4166666666666667,0.1333333333333333,1.5185185185185186,0.0,0.0,0.0,97989.0,80626.0,17363.0,4.643552381500893,6.0177,-571.7782,-0.0058351263917378,-0.0329308414444508,0,11.49261050645482,N. America,35662.8,97989.0,80626.0,1.1867536152017064,0
Allstate,2023,139,54,0.3884892086330935,54.0,0.3148148148148148,0.1481481481481481,0.5370370370370371,0.1666666666666666,0.2446043165467626,0.1079136690647482,1.7058823529411764,0.4705882352941176,0.1438848920863309,1.6938775510204085,0.0,0.0,0.0,103362.0,85732.0,17630.0,4.8628474191718665,9.3573,119.8056,0.0011590874789574,0.0067955530346001,0,11.545992668674424,N. America,36674.76,103362.0,85732.0,1.184253013680076,1
China Life,2012,43,10,0.2325581395348837,10.0,0.6,0.0,0.4,0.6,0.1627906976744186,0.0465116279069767,1.2857142857142858,0.4285714285714285,0.0465116279069767,1.25,2.0,2.0,2.0,304557.498,268775.4611,35782.0369,7.511463415320552,0.158,1753.0417,0.0057560287023371,0.0489922277174779,0,12.626615175892612,Asia,95760.3134,304557.498,268775.4611,1.1969358065188729,0
China Life,2013,44,12,0.2727272727272727,12.0,0.8333333333333334,0.0,0.1666666666666666,0.8333333333333334,0.25,0.0909090909090909,1.6363636363636365,0.9090909090909092,0.0909090909090909,1.6363636363636365,1.0,2.0,1.0,325976.6374,289200.3172,36776.3201,7.86376441181781,12.4899,4028.3243,0.0123577086141204,0.1095358178590576,0,12.69458099336365,Asia,75327.6483,325976.6374,289200.3172,1.1182640829952926,0
China Life,2014,38,8,0.2105263157894736,8.0,0.75,0.0,0.25,0.75,0.1842105263157894,0.0789473684210526,1.5714285714285714,0.7142857142857143,0.0789473684210526,1.5,1.0,2.0,1.0,361917.55,315629.0879,46288.4622,6.818742142183328,5.4759,5228.1672,0.014445741025822,0.1129475241024533,0,12.799171702435167,Asia,143782.5247,361917.55,315629.0879,1.2693819700094675,0
China Life,2015,43,6,0.1395348837209302,6.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.1395348837209302,0.0697674418604651,1.8333333333333333,0.6666666666666666,0.0697674418604651,1.8333333333333333,1.0,2.0,1.0,377389.5954,327106.1272,50283.4682,6.505241959423952,15.1289,5522.1619,0.0146325229081819,0.109820624902719,0,12.841033342379156,Asia,114920.7156,377389.5954,327106.1272,1.1712745878208173,0
China Life,2016,56,8,0.1428571428571428,8.0,0.875,0.0,0.125,0.875,0.0535714285714285,0.0,1.0,0.6666666666666666,0.0,1.0,2.0,2.0,2.0,388626.4536,344294.8542,44331.5993,7.766353112372375,6.5685,2880.2943,0.0074114725678571,0.064971585629215,0,12.870373887720737,Asia,91670.6824,388626.4536,344294.8542,1.1218112729112475,0
China Life,2017,37,3,0.081081081081081,3.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.081081081081081,0.0,1.0,0.3333333333333333,0.0,1.0,2.0,1.0,2.0,445324.2043,395328.0465,49996.1578,7.907168548459937,18.9678,4778.1628,0.0107296274351643,0.0955706000271885,0,13.006557844874155,Asia,120833.5236,445324.2043,395328.0465,1.159069201979148,0
China Life,2018,87,15,0.1724137931034483,15.0,0.0666666666666666,0.0,0.9333333333333332,0.0666666666666666,0.1264367816091954,0.0459770114942528,1.7272727272727273,0.0909090909090909,0.0459770114942528,1.7272727272727273,2.0,1.0,2.0,473126.8445,426126.7718,47000.0727,9.066513035414944,-2.477,1723.9736,0.0036437873268888,0.0366802326244061,0,13.067118801713146,Asia,77536.6203,473126.8445,426126.7718,1.064541989014111,0
China Life,2019,87,15,0.1724137931034483,15.0,0.6666666666666666,0.0666666666666666,0.2666666666666666,0.6,0.160919540229885,0.0919540229885057,1.8571428571428568,0.5714285714285714,0.0919540229885057,1.8571428571428568,1.0,2.0,1.0,535188.8445,476404.0555,58784.789,8.104206268393684,16.2658,8439.3358,0.01576889332939,0.1435632574950639,0,13.19037494396906,Asia,124958.8112,535188.8445,476404.0555,1.1236461164690812,0
China Life,2020,81,22,0.2716049382716049,22.0,0.8181818181818182,0.0,0.1818181818181818,0.8181818181818182,0.2469135802469135,0.1358024691358024,1.8,0.8,0.1358024691358024,1.7272727272727273,1.0,2.0,1.0,651499.2646,581494.2088,70005.0558,8.306460185694188,10.3602,3321.5875,0.005098374903062,0.0474478230470891,0,13.38703154676666,Asia,138885.2205,651499.2646,581494.2088,1.1057256215665727,0
China Life,2021,63,10,0.1587301587301587,10.0,0.6,0.0,0.4,0.6,0.1428571428571428,0.0634920634920634,1.6666666666666667,0.6666666666666666,0.0793650793650793,1.8,1.0,2.0,1.0,769729.8658,693089.4731,76640.3927,9.04339668264774,2.4699,4356.0069,0.005659137177265,0.056836959552792,0,13.553794908640494,Asia,110908.9109,769729.8658,693089.4731,1.0445201878250934,0
China Life,2022,44,6,0.1363636363636363,6.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.1363636363636363,0.0227272727272727,1.1666666666666667,0.6666666666666666,0.0227272727272727,1.1666666666666667,2.0,2.0,2.0,726244.1655,671889.2239,54354.9416,12.361143331630403,-2.4905,4358.705,0.0060017074243882,0.0801896731317617,0,13.495641553381049,Asia,124828.0618,726244.1655,671889.2239,1.0970377781300056,0
China Life,2023,53,12,0.2264150943396226,12.0,0.9166666666666666,0.0,0.0833333333333333,0.9166666666666666,0.2264150943396226,0.0754716981132075,1.5,0.9166666666666666,0.0754716981132075,1.5,1.0,2.0,1.0,796165.0144,748607.4185,47557.5959,15.741069419785369,-57.3271,7262.4845,0.0091218332489441,0.1527092436562799,0,13.58756174786452,Asia,92774.7698,796165.0144,748607.4185,1.0567937212539744,0
Chubb,2012,181,16,0.0883977900552486,16.0,0.3125,0.25,0.4375,0.0625,0.0,0.0,,,0.0165745856353591,1.75,,1.0,,92545.0,65014.0,27531.0,2.3614834186916567,1.299,2795.15,0.0302031444162299,0.1015273691475064,0,11.435450291690817,Europe,27157.6584,92545.0,65014.0,0.9959658371603004,0
Chubb,2013,320,32,0.1,32.0,0.125,0.125,0.75,0.0,0.028125,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,94510.0,65685.0,28825.0,2.278751084128361,5.0342,3219.6,0.0340662363771029,0.1116947094535993,0,11.456460927989102,Europe,35178.8661,94510.0,65685.0,1.0672295640672944,0
Chubb,2014,413,34,0.0823244552058111,34.0,0.2352941176470588,0.3529411764705882,0.4117647058823529,-0.1176470588235294,0.0460048426150121,0.0121065375302663,1.4210526315789471,0.2105263157894736,0.0121065375302663,1.32,2.0,1.0,2.0,98248.0,68661.0,29587.0,2.320647581708182,4.9102,2395.75,0.0243847202996498,0.0809730624936627,0,11.49525017329022,Europe,37756.4247,98248.0,68661.0,1.083151053456559,0
Chubb,2015,244,28,0.1147540983606557,28.0,0.1071428571428571,0.25,0.6428571428571429,-0.1428571428571428,0.0327868852459016,0.0040983606557377,1.125,0.0,0.0081967213114754,1.105263157894737,2.0,1.0,2.0,102306.0,73171.0,29135.0,2.5114467135747383,-1.3772,2523.0,0.0246613101870858,0.0865968766088896,0,11.535723601246207,Europe,37925.2381,102306.0,73171.0,1.085921041776631,0
Chubb,2016,267,31,0.1161048689138576,31.0,0.1612903225806451,0.1612903225806451,0.6774193548387096,0.0,0.0524344569288389,0.0112359550561797,1.2857142857142858,0.1428571428571428,0.0112359550561797,1.173913043478261,2.0,1.0,2.0,159786.0,111511.0,48275.0,2.30991196271362,61.7045,4472.0,0.0279874331918941,0.0926359399274987,0,11.981590698964483,Europe,61563.7868,159786.0,111511.0,1.0831661522286058,0
Chubb,2017,377,52,0.1379310344827586,52.0,0.2307692307692307,0.173076923076923,0.5961538461538461,0.0576923076923077,0.0477453580901856,0.0212201591511936,1.5555555555555556,0.3888888888888889,0.0371352785145888,1.5238095238095235,2.0,1.0,2.0,167022.0,115850.0,51172.0,2.263933401078715,2.4759,3168.5,0.0189705547772149,0.0619186273743453,0,12.025880819249345,Europe,67779.9424,167022.0,115850.0,1.0994356575780435,0
Chubb,2018,384,77,0.2005208333333333,77.0,0.2857142857142857,0.1818181818181818,0.5324675324675324,0.1038961038961038,0.0755208333333333,0.0338541666666666,1.6206896551724137,0.4482758620689655,0.0442708333333333,1.4067796610169492,2.0,1.0,2.0,167771.0,117459.0,50312.0,2.3346120209890286,3.7626,4232.0,0.0252248600771289,0.0841151216409604,0,12.0303552332879,Europe,59319.8924,167771.0,117459.0,1.0536915938988265,0
Chubb,2019,433,91,0.2101616628175519,91.0,0.3296703296703296,0.0989010989010989,0.5714285714285714,0.2307692307692307,0.1270207852193995,0.0369515011547344,1.3636363636363635,0.4,0.0392609699769053,1.2820512820512822,2.0,1.0,2.0,176943.0,121612.0,55331.0,2.1978999114420485,4.0367,4527.0,0.0255845102660178,0.0818167031139867,0,12.08358292579361,Europe,70353.8941,176943.0,121612.0,1.0849024493763528,0
Chubb,2020,476,99,0.2079831932773109,99.0,0.2929292929292929,0.1818181818181818,0.5252525252525253,0.1111111111111111,0.1008403361344537,0.0315126050420168,1.3541666666666667,0.25,0.0441176470588235,1.329268292682927,2.0,1.0,2.0,190774.0,131333.0,59441.0,2.2094682121767804,5.1158,3235.0,0.0169572373593885,0.0544237142712942,0,12.158844760367131,Europe,69376.7656,190774.0,131333.0,1.0520813402245588,1
